0.00983475	0.0030949612	0.0038261164	0.0010815264	-0.039792076	0.047041044	-0.14599632	0.066207044	-0.020948451	-0.021971192	-0.017147584	-0.007290271	-0.023344973	-0.0065504652	-0.026865667	0.02117267
0.11352476	0.09208829	0.07010747	-0.05584371	0.009583554	0.032925453	-0.14651097	0.00339854	-0.010940496	-0.036579594	0.024993101	0.0070388215	-0.029315924	-0.041826203	0.021493332	0.026309436
0.18661596	0.071372546	0.055901244	-0.08899535	0.0849516	0.1472219	-0.19590008	0.00020921833	-0.040372077	-0.07839026	0.07854918	0.026726631	0.0058510345	-0.060538888	-0.07362136	0.09008772
-0.27163258	-0.31645182	-0.20910914	0.23405328	-0.23139867	-0.26573715	0.1597849	0.12400432	0.22148079	0.23572434	-0.2542116	0.15003845	-0.1533363	0.13230564	0.24374288	-0.33005697
-0.026534691	0.037648812	-0.0072298353	0.009411337	-0.04228116	-0.009805011	-0.115349725	0.04054544	0.05351752	0.01810358	-0.0025749968	0.015539299	0.013217658	0.04194884	0.043157507	0.035041038
0.08829954	0.015767854	0.028764883	-0.020067068	-0.010557288	-0.0008415714	-0.09251178	-0.017339667	-0.066747434	-0.048826955	-0.0103795575	0.046964664	0.0036612058	0.031232284	-0.052781165	0.012809264
-0.21584874	-0.26820755	-0.17532326	0.24757509	-0.19174238	-0.24240507	0.12745214	0.12398216	0.19498573	0.2218637	-0.26876888	0.20587692	-0.20298886	0.19709574	0.2762955	-0.29451936
0.031059135	0.053209066	-0.011368657	-0.0039988044	0.029896263	0.06348332	-0.085207924	0.021876764	-0.043967836	0.009377387	0.015916977	0.0033338205	-0.020073118	-0.057943057	0.019029723	0.017778562
-0.16250598	-0.1982173	-0.107788	0.21703526	-0.19172294	-0.21460694	0.10068263	0.11758618	0.17265213	0.21447319	-0.24157368	0.08214994	-0.17048024	0.13085096	0.24990982	-0.21067049
-0.027116226	-0.03053402	-0.023068609	-0.04306142	0.0054796175	-0.013896182	-0.058341395	-0.041118618	-0.01946726	-0.009965125	-0.043509465	0.054967973	-0.044196416	-0.03853254	0.044438947	0.016581828
-0.23845193	-0.2623735	-0.19625092	0.2677461	-0.19405618	-0.28237638	0.16094935	0.16190258	0.25109515	0.22359037	-0.29595575	0.19739476	-0.21747886	0.14701995	0.2827995	-0.31270343
0.10662319	0.089621395	0.05689179	-0.06015568	0.035395138	0.074586526	-0.18159118	-0.03521641	-0.04053114	-0.050989307	0.046205368	-0.029339861	0.048195902	-0.03462818	-0.0056745834	0.09306924
-0.18831086	-0.21067594	-0.14152505	0.108767845	-0.1147855	-0.16396345	0.17430136	0.13208109	0.14861472	0.12879527	-0.14304252	0.05817494	-0.062478155	0.10775078	0.17609951	-0.20801583
0.2694641	0.20906015	0.22627106	-0.21769689	0.15213512	0.17096496	-0.3185319	-0.11084102	-0.1617928	-0.1533132	0.15138362	-0.057900608	0.08425126	-0.17415601	-0.19647327	0.25779998
-0.0038294483	-0.016419332	0.0033100857	0.074540675	-0.0062510464	-0.033376098	-0.04699056	-0.008730542	0.033108637	-0.017732427	0.01898934	0.011745903	-0.012988334	0.0107289	0.03436368	0.013111603
0.0024274099	0.015728544	0.000649414	-0.030784797	-0.0028151495	-0.07157539	-0.03246709	0.034954835	0.07975469	-0.011075328	-0.057025146	0.032356914	-0.013476701	0.06773638	-0.011622846	-0.029615834
0.060459975	0.053459283	0.07906564	-0.007239948	0.056351405	0.07933921	-0.065575376	-0.016714485	-0.0789547	-0.011573676	0.057197526	-0.047268525	-0.021965312	-0.032951742	-0.041484743	0.028384319
0.0035569575	-0.0709101	-0.015036591	0.046877142	-0.024135778	-0.03250577	0.033017546	-0.036176726	0.057842463	0.0937634	-0.01699572	0.040103473	-0.0049748435	-0.017394068	0.027401477	-0.036709104
0.05513719	0.0065635466	0.004060808	0.021630999	-0.026409727	0.0024081122	-0.021263834	-0.04680461	0.009230085	0.008212881	0.069753155	0.04498867	0.048443943	-0.049501874	-0.021097282	0.008611731
